keyword,label
good my,653
my huge,653
person   good,655
very huge good,655
  person my,655
  mom good,655
i   person,655
my i,655
do ?,656
you do ?,656
what do you,656
you do do,656
you do,656
do ? you,656
person very experienced,657
person very,657
i experienced,657
very person,657
experienced very person,657
i experienced person,657
you ?,658
games do you,658
? like,658
games ?,658
games you,658
you games,658
friends i,659
like friends,659
play my,659
i friends,659
friends i play,659
friends my like,659
you hobbies,660
hobbies ?,660
hobbies you,660
do hobbies you,660
you hobbies,660
do you,660
swimmer do,663
  do not,663
i do,663
do swimmer very,663
i do,663
experienced i very,663
do you,664
you swim,664
you ? swim,664
like do,664
do swim like,664
you swim do,664
i really,665
like not,665
do swim really,665
i swim,665
like i,665
swim not,665
? fun,667
do play what,667
you play what,667
? drums,667
you play i,667
fun what do,667
gym ready,672
ready getting i,672
much i,672
much i,672
i getting,672
gym getting i,672
you like,673
? you like,673
you gym,673
do ? like,673
gym do you,673
do ?,673
do it not,674
do i it,674
not i,674
i do,674
i like,674
it do,674
hello you,680
you how,680
you hello,680
hello ? how,680
how ?,680
hello you,680
good good good,682
good good good good good,682
good good good,682
good good good good good,682
good good good,682
good good good,682
listening i good,684
listening music,684
music listening i,684
good i listening,684
good music,684
good i listening,684
trying i,686
school trying i,686
vet school get,686
get vet,686
trying i get,686
school i,686
i social,689
i person social,689
social i,689
person social very,689
social very i,689
social very,689
do you,690
games like ?,690
like do games,690
you ?,690
like do you,690
you like ?,690
my play,691
friends play,691
i play my,691
friends i like,691
friends i,691
my friends play,691
you ?,692
? you,692
? do,692
hobbies ?,692
you ?,692
do you ?,692
movies like,695
like i do,695
do movies,695
like do,695
watch do i,695
movies i like,695
  gamer,697
good my  ,697
gamer good,697
i mom,697
mom   i,697
my huge,697
? you i,700
i ? how,700
you great doing,700
? how i,700
you i how,700
great you how,700
band well,701
band listening,701
listening good,701
my band,701
favourite good,701
listening band,701
music like,702
music nice,702
music nice like,702
like music nice,702
nice like music,702
i like nice,702
me cool,703
oh too me,703
oh too cool,703
too oh me,703
too cool,703
me too,703
prefer do,704
music you which,704
do you,704
prefer you,704
you do,704
you music ?,704
i gospel country,705
country gospel,705
i country,705
gospel gospel,705
gospel music country,705
gospel country i,705
duty m,708
duty call i,708
call m,708
m call duty,708
call i duty,708
i crazy,708
play i,709
i play,709
games games,709
i video games,709
video i games,709
games video,709
you ? like,710
one you do,710
? you like,710
? one you,710
do like,710
which ? do,710
like i,711
listen i go,711
go listen,711
music like listen,711
like park go,711
music go,711
games friends like,714
play i,714
like i games,714
like i friends,714
play games,714
play i,714
nice friends,717
friends love,717
meet me love,717
they friends,717
love friends,717
love nice i,717
? you hobbies,718
hobbies do ?,718
do ?,718
? do you,718
do hobbies,718
? you,718
crafts love do,719
do crafts i,719
crafts love do,719
i do crafts,719
do crafts,719
i do,719
like what ?,720
example what,720
example what,720
? example what,720
what example,720
like what,720
things like new,721
things read,721
i read like,721
new like,721
read like,721
like i,721
follow you,722
never topic,722
follow you,722
never hey,722
topic hey,722
never topic,722
do means,723
what means,723
means what do,723
not means,723
means i,723
what means know,723
i m you,724
you sorry,724
i you,724
sorry you,724
m you i,724
m i sorry,724
not good,726
it good i,726
good i,726
good i it,726
it not good,726
it i not,726
say know,729
what i,729
i not,729
i do what,729
know do what,729
i do what,729
mean what want,731
mean i,731
want know i,731
you what mean,731
mean you,731
what i know,731
huge person,735
  good gamer,735
i my  ,735
very   my,735
gamer person,735
person my,735
work tired,736
work i,736
little tired work,736
little tired,736
tired work i,736
tired little i,736
shkurak what ivan,737
ivan shkurak,737
shkurak ?,737
ivan name what,737
? shkurak,737
shkurak ivan,737
what favorite music,741
what music,741
music favorite what,741
what favorite music,741
? music,741
music favorite,741
what not,742
i not what,742
what sure,742
not sure i,742
not what,742
sure not,742
sure mean i,746
sure mean not,746
i mean sure,746
not what mean,746
i not you,746
not i mean,746
i sure what,747
sure not what,747
what not,747
i sure not,747
i not,747
sure i what,747
dog person i,748
person i dog,748
dog i,748
i person more,748
person more i,748
person dog,748
from ? where,750
from you,750
from where,750
you from ?,750
where ? from,750
you where ?,750
? you dog,751
you dog,751
you dog,751
do you,751
? you do,751
dog you do,751
dog patrick,752
i dog named,752
named i dog,752
named i patrick,752
dog i patrick,752
i patrick,752
dog i,756
patrick named,756
i patrick named,756
i patrick,756
patrick i,756
patrick named,756
? stupid ok,757
ok stupid,757
stupid you ?,757
you ? stupid,757
? you,757
you ok,757
something lets talk,758
something else,758
lets talk,758
else something talk,758
talk something else,758
something talk,758
? what you,759
what ? you,759
what can you,759
you can do,759
? do,759
? what,759
it will,760
not i will,760
tried try,760
  tried not,760
try it,760
  i will,760
who teacher yor,762
teacher yor,762
yor who ?,762
yor teacher who,762
who ? teacher,762
teacher ? yor,762
sure re you,764
correct i,764
you correct re,764
you correct,764
sure re you,764
re correct i,764
answer bad question,765
my bad,765
answer my bad,765
question answer bad,765
bad answer,765
my question,765
something it,766
something ? you,766
better may,766
something you,766
could ask it,766
me ask,766
will i,767
try think i,767
try think,767
i will,767
i think,767
i try i,767
do sure,768
do i i,768
not do,768
i do sure,768
could not,768
do i,768
going my teach run i not my tell class frickin,770
i frickin teach my i kindergarten going monday class,770
tell going my fiance my frickin m run,770
my run ran,770
m broadsword me class frickin my ran,770
my i me teach who,770
like color,771
like i,771
like i,771
i gray like,771
i like,771
i like gray,771
not ms,772
comfortable sylvester,772
i m,772
i cheerios sylvester,772
comfortable sylvester,772
sylvester m,772
i color,774
color i,774
like i,774
color like,774
like color,774
i color grey,774
weight bikiniwax me,775
me shake,775
me bikiniwax treatment,775
shake bikiniwax me,775
shake weight bikiniwax,775
bikiniwax weight treatment,775
trousers wearing,777
trousers i,777
wearing trousers i,777
pearl i trousers,777
i trousers pearl,777
wearing i trousers,777
you what do,778
eat like you,778
do like,778
do like you,778
like you eat,778
what eat do,778
iii feet my,779
here feet put,779
put my iii,779
feet here,779
put feet little,779
put feet,779
tree my,781
plant see tree,781
tree my plant,781
i plant,781
i see,781
see i my,781
like child i i     books not child i,788
  i child like sure,788
i i child i books,788
books i child sure i     child like,788
i books i i child  ,788
sure i   child,788
able sorry not sorry,790
  sorry that i you    ,790
able you sorry able not i able that work  ,790
able that s good name sorry,790
s    ,790
  that sorry,790
something ?,791
you something wrong,791
? something you,791
wrong you,791
wrong something you,791
wrong you something,791
movies like  ,792
movies read,792
  read,792
i    ,792
read ? you,792
  read,792
internet browsing,793
browsing like i,793
browsing i,793
internet browsing like,793
i like,793
like browsing internet,793
name i not s able  ,794
name   s able that work,794
name not good able sorry   s,794
you not sorry   i that work able good  ,794
good   able sorry that work you able able,794
able name able s you i that,794
? read  ,796
  ?,796
read watch ?,796
movies   read,796
like  ,796
i  ,796
more talk,797
not talk,797
lets talk,797
not lets,797
not more,797
lets talk more,797
name sorry able able s good  ,798
not that you s sorry,798
sorry s not sorry   i name you,798
i good you s that   name,798
that sorry   you able name,798
sorry i     s,798
’s how ?,799
it ? ’s,799
how going ’s,799
how ?,799
it ’s,799
? it,799
fine m,800
i ok fine,800
ok fine i,800
m fine,800
fine m,800
fine i,800
? taylor song,801
? song,801
taylor ? song,801
taylor song favorite,801
what taylor,801
taylor swift what,801
test reset,803
type test reset,803
end type try,803
state get,803
get type text,803
end text,803
tired work,804
work tired,804
tired little,804
little i work,804
tired work i,804
little tired,804
want do you,810
talk you,810
want me talk,810
want me talk,810
you me talk,810
talk want,810
i baby,812
delivery nurse,812
nurse delivery,812
baby delivery m,812
m i,812
m delivery,812
you do movies,816
? do,816
do like movies,816
movies like do,816
movies ?,816
movies like what,816
do home like,817
stay ?,817
you stay,817
stay home,817
home stay,817
like stay,817
you job ?,818
do job you,818
do you,818
job you ?,818
you job do,818
job you ?,818
i job station,822
i job,822
gas station,822
job got,822
job got station,822
station gas job,822
vintage collector,825
i vintage collector,825
i vintage,825
i vintage collector,825
car i collector,825
i vintage collector,825
yes very,827
  person i,827
person  ,827
i  ,827
  i,827
person experienced  ,827
experienced person,830
i experienced,830
experienced person very,830
very person experienced,830
very experienced,830
experienced very,830
like medicine,831
do medicine,831
you like,831
? do like,831
? medicine like,831
medicine you do,831
experienced i,833
very person i,833
person i very,833
very i person,833
experienced i person,833
i experienced very,833
easy sure,836
easy i,836
will it sure,836
i will,836
i will,836
it sure,836
easy what ?,837
will easy ?,837
what will easy,837
what will,837
will what easy,837
what will,837
sure not do,839
not i could,839
sure not i,839
i could,839
not i i,839
i not sure,839
i very person,842
i experienced person,842
experienced very,842
i experienced person,842
experienced person very,842
experienced very person,842
what you,844
do do living,844
do living ?,844
you what ?,844
do ? living,844
do do living,844
school ? high,845
high ? student,845
school high ?,845
school ? i,845
? school,845
school high,845
i   i,846
i student,846
  reader student,846
i student  ,846
i student,846
student huge,846
like you do,847
what like do,847
like what you,847
what like,847
what you like,847
you do,847
time when,848
especially i i,848
read   i,848
when time,848
  time i,848
lot   i,848
mom my,850
my person gamer,850
  my,850
very mom,850
my very,850
gamer good i,850
mom person gamer,852
  gamer person,852
i mom,852
mom very,852
good very,852
very gamer,852
? up what,854
? up,854
? s,854
up ?,854
s ?,854
up s,854
you talk,855
me ?,855
? talk,855
talk ? you,855
you me talk,855
you talk me,855
  i,865
like  ,865
like i favorite,865
  swift taylor,865
i like,865
like swift my,865
like my favorite,867
i my like favorite too jackson,867
jackson i time all 😍 like,867
like jackson too all singer,867
😍 time like michael her all i jackson singer,867
😍 her favorite my like singer michael jackson,867
i   go,868
i states,868
  states i,868
states i states,868
i go,868
go i i,868
you states ?,869
? you,869
states you,869
? you,869
where you ?,869
you where,869
you s,870
s   that,870
you ?,870
   ,870
that   cool,870
? cool s,870
ill high ny california school move i,871
